Location_ID,Location_Name,Date_Early,Date_Mid,Date_Late,Latitude,Longitude,Region,Ocean_Basin,Ecosystem_Type,Climate_Zone,SST_2003_C,SST_2010_C,SST_2025_C,Current_U_2025_m_s,Current_V_2025_m_s,Current_Speed_2025_m_s,Current_Direction_2025_deg,Chlorophyll_2003_mg_m3,Chlorophyll_2010_mg_m3,Nitrate_2003_mmol_m3,Nitrate_2010_mmol_m3,Phosphate_2003_mmol_m3,Phosphate_2010_mmol_m3,Silicate_2003_mmol_m3,Silicate_2010_mmol_m3,Oxygen_2003_mmol_m3,Oxygen_2010_mmol_m3,Marine_Life_Production_2003_mg_m3_day,Marine_Life_Production_2010_mg_m3_day,pH_2025,DIC_2025_mmol_m3,Alkalinity_2025_mmol_m3,Sea_Ice_2003_percent,Sea_Ice_2010_percent,Sea_Ice_2025_percent
1,Eq_001,2003-01-15,2010-01-15,2025-01-15,-5.0,-82.5,Equatorial,Atlantic_Ocean,Tropical_Marine,Tropical,21.829999923706055,21.78999900817871,20.299999237060547,-0.15862135589122772,0.056352101266384125,0.16833387315273285,160.4418182373047,1.0882517099380493,1.0882517099380493,4.620720863342285,4.620720863342285,0.683583676815033,0.683583676815033,0.5443207621574402,0.5443207621574402,231.4505157470703,231.4505157470703,57.309410095214844,57.309410095214844,7.892212390899658,2.145908832550049,2.367852210998535,,,
2,Ind_002,2003-01-15,2010-01-15,2025-01-15,2.5,97.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical,29.44999885559082,28.31999969482422,29.369998931884766,0.03323126584291458,0.029616808518767357,0.04451373219490051,41.7084846496582,0.16319574415683746,0.16319574415683746,0.13922204077243805,0.13922204077243805,0.00044217577669769526,0.00044217577669769526,11.653244972229004,11.653244972229004,201.42723083496094,201.42723083496094,11.08566951751709,11.08566951751709,8.03320598602295,1.870871901512146,2.1952128410339355,,,
3,ARC_003,2003-01-15,2010-01-15,2025-01-15,85.0,-150.0,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.6999999284744263,-1.5099999904632568,0.08241182565689087,-0.03018335811793804,0.08776527643203735,339.88472747802734,0.08157596737146378,0.08157596737146378,8.193127632141113,8.193127632141113,1.07191002368927,1.07191002368927,19.075834274291992,19.075834274291992,373.8895568847656,373.8895568847656,0.0,0.0,8.108187675476074,2.07108211517334,2.184257745742798,1.0,0.9300000071525574,0.9099999666213989
4,ARC_004,2003-01-15,2010-01-15,2025-01-15,70.0,30.0,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,-0.03132133185863495,-0.01966542750597,0.03698316961526871,212.1230926513672,0.04294370114803314,0.04294370114803314,4.721770286560059,4.721770286560059,0.34118756651878357,0.34118756651878357,4.860332489013672,4.860332489013672,313.3789978027344,313.3789978027344,0.0002152427041437477,0.0002152427041437477,8.145974159240723,2.1276023387908936,2.304713726043701,,,
5,ARC_005,2003-01-15,2010-01-15,2025-01-15,77.5,-127.5,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7899999618530273,-1.6699999570846558,-0.04138322174549103,-0.06533737480640411,0.07734043896198273,237.6507568359375,0.06933481246232986,0.06933481246232986,8.079462051391602,8.079462051391602,1.1012543439865112,1.1012543439865112,18.027606964111328,18.027606964111328,374.8799743652344,374.8799743652344,0.0,0.0,7.9443464279174805,2.0830609798431396,2.1474449634552,1.0,0.9899999499320984,0.9699999690055847
6,SAtl_006,2003-01-15,2010-01-15,2025-01-15,-27.5,-75.0,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical,20.989999771118164,16.869998931884766,14.469999313354492,-0.18076032400131226,0.2069665640592575,0.27478983998298645,131.13328552246094,0.25148504972457886,0.25148504972457886,5.451929569244385,5.451929569244385,1.162485957145691,1.162485957145691,0.7137425541877747,0.7137425541877747,249.89122009277344,249.89122009277344,9.088016510009766,9.088016510009766,8.018625259399414,2.0993685722351074,2.3490984439849854,,,
7,SO_007,2003-01-15,2010-01-15,2025-01-15,-72.5,-112.5,Southern_Ocean,Southern_Ocean,Polar_Marine,Polar,-1.6999999284744263,-1.3600000143051147,-1.649999976158142,0.04296394810080528,-0.069306381046772,0.08154308795928955,301.7953300476074,1.7289646863937378,1.7289646863937378,24.584291458129883,24.584291458129883,1.7622236013412476,1.7622236013412476,46.860252380371094,46.860252380371094,382.0566101074219,382.0566101074219,22.529586791992188,22.529586791992188,8.097343444824219,2.188323497772217,2.316518545150757,0.9899999499320984,0.699999988079071,0.8299999833106995
8,NPac_008,2003-01-15,2010-01-15,2025-01-15,47.5,165.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,2.7200000286102295,5.839999675750732,13.710000038146973,0.07996602356433868,0.013871478848159313,0.08116023242473602,9.841007232666016,0.33657485246658325,0.33657485246658325,15.274391174316406,15.274391174316406,1.2986341714859009,1.2986341714859009,17.777090072631836,17.777090072631836,310.4856262207031,310.4856262207031,1.5964174270629883,1.5964174270629883,8.01661205291748,2.1731836795806885,2.300260305404663,,,
9,SO_009,2003-01-15,2010-01-15,2025-01-15,-65.0,-180.0,Southern_Ocean,Southern_Ocean,Subpolar_Marine,Temperate,1.1899999380111694,-1.4299999475479126,-1.6299999952316284,0.057627975940704346,0.009240319952368736,0.05836408957839012,9.109512329101562,0.38982725143432617,0.38982725143432617,27.208480834960938,27.208480834960938,1.9540867805480957,1.9540867805480957,63.49684524536133,63.49684524536133,354.7436218261719,354.7436218261719,5.3683342933654785,5.3683342933654785,8.005960464477539,2.2531144618988037,2.3671793937683105,,,0.8499999642372131
10,NAtl_010,2003-01-15,2010-01-15,2025-01-15,32.5,-37.5,North_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical,20.15999984741211,22.34000015258789,25.920000076293945,0.03862486779689789,0.08823419362306595,0.09631797671318054,66.35840606689453,0.20525747537612915,0.20525747537612915,0.024153482168912888,0.024153482168912888,0.01050183828920126,0.01050183828920126,0.7189221978187561,0.7189221978187561,230.9376220703125,230.9376220703125,3.282092809677124,3.282092809677124,8.06312370300293,2.1378297805786133,2.4389190673828125,,,
11,Ind_011,2003-01-15,2010-01-15,2025-01-15,10.0,82.5,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical,26.529998779296875,27.68000030517578,28.489999771118164,-0.2987450957298279,-0.36741355061531067,0.4735412895679474,230.8853302001953,0.2563454210758209,0.2563454210758209,0.17889437079429626,0.17889437079429626,0.000759817601647228,0.000759817601647228,2.6215643882751465,2.6215643882751465,207.7227783203125,207.7227783203125,10.862444877624512,10.862444877624512,8.014225006103516,1.9589736461639404,2.2871015071868896,,,
12,Ind_012,2003-01-15,2010-01-15,2025-01-15,2.5,75.0,Indian_Ocean,Indian_Ocean,Tropical_Marine,Tropical,28.139999389648438,29.60999870300293,28.459999084472656,0.48444679379463196,-0.08829226344823837,0.49242687225341797,349.6709957122803,0.21881172060966492,0.21881172060966492,0.02874569594860077,0.02874569594860077,0.012604467570781708,0.012604467570781708,1.8802465200424194,1.8802465200424194,203.54193115234375,203.54193115234375,14.30382251739502,14.30382251739502,8.010948181152344,1.9710606336593628,2.302217960357666,,,
13,NPac_013,2003-01-15,2010-01-15,2025-01-15,55.0,-135.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,6.409999847412109,9.90999984741211,14.34999942779541,-0.02872990071773529,0.07390352338552475,0.07929147779941559,111.24352264404297,0.3606399595737457,0.3606399595737457,9.788971900939941,9.788971900939941,0.9064725637435913,0.9064725637435913,9.5685453414917,9.5685453414917,299.1705017089844,299.1705017089844,2.0561418533325195,2.0561418533325195,8.050837516784668,2.0717763900756836,2.2348318099975586,,,
14,NPac_014,2003-01-15,2010-01-15,2025-01-15,25.0,-127.5,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,20.469999313354492,21.8799991607666,23.03999900817871,-0.11875477433204651,0.08194584399461746,0.14428381621837616,145.39266967773438,0.03926711529493332,0.03926711529493332,0.000992904300801456,0.000992904300801456,0.25346076488494873,0.25346076488494873,3.002546787261963,3.002546787261963,233.4376220703125,233.4376220703125,0.1292131096124649,0.1292131096124649,8.070796012878418,2.060211181640625,2.3304083347320557,,,
15,NPac_015,2003-01-15,2010-01-15,2025-01-15,47.5,-165.0,North_Pacific,Pacific_Ocean,Subpolar_Marine,Temperate,6.5,7.460000038146973,12.529999732971191,0.02115495689213276,0.0028883395716547966,0.021351221948862076,7.774664878845215,0.36231788992881775,0.36231788992881775,17.004945755004883,17.004945755004883,1.3943605422973633,1.3943605422973633,20.640039443969727,20.640039443969727,313.79266357421875,313.79266357421875,2.51043701171875,2.51043701171875,8.040416717529297,2.1219699382781982,2.271341323852539,,,
16,ARC_016,2003-01-15,2010-01-15,2025-01-15,85.0,82.5,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7599999904632568,-1.0499999523162842,0.021795619279146194,-0.09580883383750916,0.09825671464204788,282.81614685058594,0.08790408819913864,0.08790408819913864,5.141962051391602,5.141962051391602,0.43504002690315247,0.43504002690315247,7.724385738372803,7.724385738372803,374.67352294921875,374.67352294921875,0.0,0.0,8.150967597961426,2.1574065685272217,2.3013627529144287,1.0,1.0,0.8799999952316284
17,SPac_017,2003-01-15,2010-01-15,2025-01-15,-20.0,-180.0,South_Pacific,Pacific_Ocean,Tropical_Marine,Tropical,25.619998931884766,25.76999855041504,24.549999237060547,0.031305622309446335,-0.06672968715429306,0.07370816171169281,295.1332015991211,0.09632884711027145,0.09632884711027145,0.0007728376658633351,0.0007728376658633351,0.14836202561855316,0.14836202561855316,1.1678930521011353,1.1678930521011353,204.00132751464844,204.00132751464844,2.2107093334198,2.2107093334198,8.064312934875488,2.0048937797546387,2.363598585128784,,,
18,NAtl_018,2003-01-15,2010-01-15,2025-01-15,47.5,-37.5,North_Atlantic,Atlantic_Ocean,Subpolar_Marine,Temperate,12.380000114440918,13.819999694824219,16.40999984741211,-0.02812708355486393,-0.2349252551794052,0.2366030514240265,263.172607421875,0.3164152204990387,0.3164152204990387,2.00160551071167,2.00160551071167,0.26860907673835754,0.26860907673835754,1.782916784286499,1.782916784286499,276.0549621582031,276.0549621582031,3.5569894313812256,3.5569894313812256,8.078054428100586,2.146747350692749,2.3844943046569824,,,
19,NPac_019,2003-01-15,2010-01-15,2025-01-15,32.5,-135.0,North_Pacific,Pacific_Ocean,Temperate_Marine,Subtropical,16.68000030517578,19.25,22.049999237060547,-0.03970154747366905,-0.03123600408434868,0.050516340881586075,218.1946258544922,0.0385543592274189,0.0385543592274189,0.0014606057666242123,0.0014606057666242123,0.1250099539756775,0.1250099539756775,3.0527968406677246,3.0527968406677246,239.5943603515625,239.5943603515625,0.16902682185173035,0.16902682185173035,8.072958946228027,2.0780928134918213,2.3367838859558105,,,
20,SAtl_020,2003-01-15,2010-01-15,2025-01-15,-27.5,-22.5,South_Atlantic,Atlantic_Ocean,Temperate_Marine,Subtropical,24.850000381469727,22.81999969482422,19.639999389648438,-0.03794875368475914,0.0008376039331778884,0.037957996129989624,178.73556518554688,0.05423285812139511,0.05423285812139511,0.0009459262364543974,0.0009459262364543974,0.11224082112312317,0.11224082112312317,1.4793689250946045,1.4793689250946045,218.77789306640625,218.77789306640625,0.35576489567756653,0.35576489567756653,8.034360885620117,2.120547294616699,2.4516024589538574,,,
