Location_ID,Location_Name,Date_Early,Date_Mid,Date_Late,Latitude,Longitude,Region,Ocean_Basin,Ecosystem_Type,Climate_Zone,SST_2003_C,SST_2010_C,SST_2025_C,SST_Anomaly_2003_C,SST_Anomaly_2010_C,SST_Anomaly_2025_C,Sea_Ice_2003_percent,Sea_Ice_2010_percent,Sea_Ice_2025_percent,Chlorophyll_2003_mg_m3,Chlorophyll_2010_mg_m3,Nitrate_2003_mmol_m3,Nitrate_2010_mmol_m3,Phosphate_2003_mmol_m3,Phosphate_2010_mmol_m3,Silicate_2003_mmol_m3,Silicate_2010_mmol_m3,Oxygen_2003_mmol_m3,Oxygen_2010_mmol_m3,Marine_Life_Production_2003_mg_m3_day,Marine_Life_Production_2010_mg_m3_day,pH_2025,DIC_2025_mol_m3,Alkalinity_2025_mol_m3,Current_U_2025_m_s,Current_V_2025_m_s,Current_Speed_2025_m_s,Current_Direction_2025_deg
1,ARC_001,2003-01-15,2010-01-15,2025-01-15,68.05,122.27,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
2,ARC_002,2003-01-15,2010-01-15,2025-01-15,65.12,-0.65,Arctic,Arctic_Ocean,Subpolar_Marine,Temperate,6.529999732971191,6.62999963760376,5.639999866485596,0.6899999976158142,0.7899999618530273,-0.19999998807907104,0.0,0.0,0.0,0.09855008125305176,0.09294888377189636,7.01133918762207,8.557197570800781,0.529365599155426,0.6150172352790833,3.423764228820801,4.377060413360596,311.3171081542969,291.763427734375,0.050991613417863846,0.02682563103735447,8.053215980529785,2.1927149295806885,2.3596761226654053,0.010477423667907715,-0.02559412643313408,0.027655663336685406,292.26263645914497
3,ARC_003,2003-01-15,2010-01-15,2025-01-15,81.68,-68.02,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4,ARC_004,2003-01-15,2010-01-15,2025-01-15,66.74,-74.38,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7899999618530273,-1.5999999046325684,-1.7400000095367432,-0.05999999865889549,0.12999999523162842,-0.019999999552965164,1.0,0.9599999785423279,0.9399999976158142,0.15839160978794098,0.13913750648498535,1.0963302850723267,1.5294216871261597,0.7032326459884644,0.7690208554267883,10.770342826843262,15.753165245056152,376.77191162109375,373.9444885253906,0.0016967150149866939,0.002394439186900854,8.086623191833496,2.12823748588562,2.2198374271392822,-0.00046460283920168877,0.012367715127766132,0.012376438634751498,92.1513489207153
5,ARC_005,2003-01-15,2010-01-15,2025-01-15,80.84,64.62,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,0.05284924432635307,0.057182710617780685,9.10311222076416,8.654504776000977,0.6800569295883179,0.6459286212921143,4.9336042404174805,4.758128643035889,361.22479248046875,361.73077392578125,0.0,0.0,8.086620330810547,2.1792078018188477,2.3080272674560547,0.0,0.0,0.0,0.0
6,ARC_006,2003-01-15,2010-01-15,2025-01-15,77.74,123.12,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7799999713897705,-1.649999976158142,0.0,0.019999999552965164,0.14999999105930328,1.0,0.9899999499320984,0.9899999499320984,0.03872258961200714,0.05058222636580467,4.521653175354004,4.2586822509765625,0.3550352454185486,0.29643329977989197,7.119347095489502,11.672107696533203,372.03485107421875,372.6351013183594,0.0,0.0,8.14120864868164,2.1334872245788574,2.2699153423309326,0.010880699381232262,-0.004372850991785526,0.011726527398215884,338.1052683362288
7,ARC_007,2003-01-15,2010-01-15,2025-01-15,69.8,-20.93,Arctic,Arctic_Ocean,Polar_Marine,Polar,-0.5199999809265137,-1.649999976158142,-1.71999990940094,-0.6299999952316284,-1.75,-1.8199999332427979,0.6599999666213989,0.9699999690055847,0.9099999666213989,0.06577525287866592,0.04550063610076904,5.701571464538574,5.310507774353027,0.5627145171165466,0.46551036834716797,6.148993492126465,5.672723293304443,374.2325134277344,369.45745849609375,0.0,0.0,8.149781227111816,2.177668333053589,2.3198602199554443,0.0879736840724945,-0.14380992949008942,0.1685842961524933,301.45561871592776
8,ARC_008,2003-01-15,2010-01-15,2025-01-15,68.8,169.55,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7899999618530273,-1.2400000095367432,-0.10999999940395355,-0.09999999403953552,0.44999998807907104,0.0,0.9899999499320984,0.8199999928474426,,,,,,,,,,,,,,,,-0.0069034588523209095,0.0027110250666737556,0.007416697448178763,158.55979947391947
9,ARC_009,2003-01-15,2010-01-15,2025-01-15,77.54,29.26,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7899999618530273,-0.2800000011920929,-1.6399999856948853,-1.0299999713897705,0.4899999797344208,-0.8700000047683716,1.0,0.6499999761581421,0.6100000143051147,0.04050354287028313,0.04855194315314293,7.765319347381592,6.5136542320251465,0.5708995461463928,0.48621928691864014,3.7681288719177246,3.2159578800201416,373.10015869140625,374.8180236816406,0.0,0.0,8.122028350830078,2.197859764099121,2.3435957431793213,0.01847653277218342,0.07198697328567505,0.0743202972687412,75.60491371371961
10,ARC_010,2003-01-15,2010-01-15,2025-01-15,76.13,114.3,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7899999618530273,-1.7699999809265137,-1.5,-0.009999999776482582,0.009999999776482582,0.2800000011920929,0.9899999499320984,0.9599999785423279,0.9899999499320984,0.05704015493392944,0.07555391639471054,2.411360025405884,2.6616458892822266,0.2300952523946762,0.18333198130130768,14.50361442565918,16.502376556396484,375.6903991699219,378.3603210449219,0.0,0.0,8.123805046081543,2.184128999710083,2.3092148303985596,0.015400029718875885,0.015102053992450237,0.021569259378410345,44.44029369902475
11,ARC_011,2003-01-15,2010-01-15,2025-01-15,74.51,65.0,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7899999618530273,-1.46999990940094,-0.1599999964237213,-0.14999999105930328,0.17000000178813934,1.0,0.9899999499320984,1.0,0.039026856422424316,0.06780325621366501,1.6968908309936523,2.2080907821655273,0.16326214373111725,0.20241917669773102,9.985251426696777,5.354157447814941,374.1712951660156,367.0314025878906,0.0,0.0,8.036910057067871,2.149836778640747,2.2487378120422363,0.03693116083741188,0.015947332605719566,0.04022720544651631,23.355284876570057
12,ARC_012,2003-01-15,2010-01-15,2025-01-15,79.4,-21.03,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
13,ARC_013,2003-01-15,2010-01-15,2025-01-15,78.41,-122.9,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.6799999475479126,-1.7899999618530273,-1.459999918937683,0.11999999731779099,0.009999999776482582,0.3400000035762787,0.8999999761581421,0.9899999499320984,0.9899999499320984,0.06183648109436035,0.07500328123569489,7.843583583831787,8.6674165725708,1.1721163988113403,1.1176068782806396,18.697128295898438,18.689350128173828,363.2644348144531,365.3782958984375,0.0,0.0,7.976006507873535,2.1216447353363037,2.194551944732666,-0.012505941092967987,-0.03473075106739998,0.03691373230014123,250.19693125757703
14,ARC_014,2003-01-15,2010-01-15,2025-01-15,70.9,81.78,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
15,ARC_015,2003-01-15,2010-01-15,2025-01-15,73.04,64.61,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7999999523162842,-1.4299999475479126,-0.10999999940395355,-0.09999999403953552,0.26999998092651367,1.0,0.9899999499320984,0.8799999952316284,0.05569373816251755,0.06586690992116928,1.565252661705017,1.745102882385254,0.14936795830726624,0.16742493212223053,9.316902160644531,9.26015567779541,371.16436767578125,368.1157531738281,0.0,0.0,8.04764175415039,2.1494827270507812,2.250649929046631,0.031837042421102524,-0.013275815173983574,0.03449412324812524,337.36421855181186
16,ARC_016,2003-01-15,2010-01-15,2025-01-15,82.9,72.02,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7400000095367432,-1.7899999618530273,-1.75,0.05999999865889549,0.009999999776482582,0.04999999701976776,0.9199999570846558,0.9899999499320984,0.9899999499320984,0.05672670528292656,0.04624451696872711,7.081637859344482,6.527815818786621,0.53992760181427,0.5047078132629395,4.235990524291992,4.587439060211182,362.7343444824219,369.61846923828125,0.0,0.0,8.12467098236084,2.1767022609710693,2.314890146255493,-0.025922715663909912,-0.004947689361870289,0.0263906577677307,190.80568740770914
17,ARC_017,2003-01-15,2010-01-15,2025-01-15,81.36,91.67,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.75,-1.6899999380111694,0.0,0.03999999910593033,0.09999999403953552,1.0,0.85999995470047,0.9799999594688416,0.04459865763783455,0.04760678485035896,7.857827663421631,7.347245216369629,0.6057403683662415,0.5650352239608765,4.678014755249023,4.512082099914551,344.3294372558594,354.7419128417969,0.0,0.0,8.075501441955566,2.1875898838043213,2.310819387435913,0.10306217521429062,0.046616457402706146,0.11311457050565792,24.337902074597583
18,ARC_018,2003-01-15,2010-01-15,2025-01-15,83.63,-177.82,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.71999990940094,-1.7899999618530273,-1.7799999713897705,0.07999999821186066,0.009999999776482582,0.019999999552965164,0.949999988079071,0.9899999499320984,0.9899999499320984,0.04258004575967789,0.09308195114135742,6.143423557281494,8.416197776794434,0.9972872138023376,1.0738017559051514,17.061752319335938,18.874671936035156,377.5284729003906,375.9385070800781,0.0,0.0,8.109264373779297,2.073653221130371,2.1862006187438965,0.001437765546143055,0.029989782720804214,0.0300242275072436,87.25523614612119
19,ARC_019,2003-01-15,2010-01-15,2025-01-15,66.58,95.67,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
20,ARC_020,2003-01-15,2010-01-15,2025-01-15,83.95,43.98,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.4299999475479126,-1.7699999809265137,-1.7999999523162842,0.3400000035762787,0.0,-0.029999999329447746,0.8199999928474426,0.9899999499320984,0.9899999499320984,0.06033677980303764,0.06123582273721695,8.270646095275879,7.4167351722717285,0.6370058059692383,0.5662151575088501,4.67276668548584,4.7903218269348145,359.3940734863281,365.658935546875,0.0,0.0,8.134166717529297,2.165081024169922,2.3066675662994385,-0.026784460991621017,-0.020291883498430252,0.03360309340708879,217.14753636949447
21,ARC_021,2003-01-15,2010-01-15,2025-01-15,66.91,-91.78,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
22,ARC_022,2003-01-15,2010-01-15,2025-01-15,81.94,-30.68,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.01395303662866354,0.00019290251657366753,0.013954370015938623,0.7920710209453001
23,ARC_023,2003-01-15,2010-01-15,2025-01-15,70.14,-166.22,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7799999713897705,-1.6699999570846558,-1.659999966621399,-0.14999999105930328,-0.04999999701976776,-0.03999999910593033,0.9799999594688416,0.9099999666213989,1.0,0.11358784139156342,0.11793156713247299,4.301375865936279,11.486708641052246,0.8388971090316772,1.298101544380188,18.204814910888672,23.759300231933594,362.75677490234375,355.7334289550781,0.0,0.0,8.130167007446289,2.0940816402435303,2.2205138206481934,-0.004146374296396971,-0.0025552508886903524,0.004870495550760139,211.64392990499283
24,ARC_024,2003-01-15,2010-01-15,2025-01-15,74.58,-167.55,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7899999618530273,-1.7899999618530273,-1.5799999237060547,0.009999999776482582,0.009999999776482582,0.2199999988079071,1.0,0.9899999499320984,0.9899999499320984,0.06641305983066559,0.07251033931970596,10.938855171203613,7.918529033660889,1.1974157094955444,1.098400354385376,19.83989906311035,18.475095748901367,370.6336364746094,352.85003662109375,0.0,0.0,8.104735374450684,2.0825154781341553,2.198819160461426,-0.030908722430467606,0.0037254379130899906,0.03113242698422305,173.1272752395144
25,ARC_025,2003-01-15,2010-01-15,2025-01-15,72.93,14.7,Arctic,Arctic_Ocean,Polar_Marine,Polar,5.679999828338623,6.519999980926514,7.0,0.7799999713897705,1.6100000143051147,2.0899999141693115,0.0,0.0,0.0,0.0485156774520874,0.04547169804573059,7.048258304595947,8.194001197814941,0.5021131634712219,0.576076090335846,3.7270188331604004,4.139963150024414,300.45184326171875,291.46441650390625,0.0,0.0,8.05897045135498,2.188141345977783,2.3647220134735107,-0.0230986550450325,0.13355040550231934,0.1355332382654651,99.81270322387292
26,ARC_026,2003-01-15,2010-01-15,2025-01-15,79.16,-113.85,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7400000095367432,-1.7899999618530273,-1.7300000190734863,0.05999999865889549,0.009999999776482582,0.07000000029802322,0.949999988079071,0.9899999499320984,0.9899999499320984,0.06601532548666,0.06531934440135956,8.129144668579102,8.379876136779785,1.1737608909606934,1.026774287223816,19.11449432373047,18.351787567138672,361.42022705078125,365.7119140625,0.0,0.0,8.03072452545166,2.14689564704895,2.239891767501831,-0.0209962148219347,-0.021460503339767456,0.03002322834814738,225.62653717408173
27,ARC_027,2003-01-15,2010-01-15,2025-01-15,79.1,27.84,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.4800000190734863,-1.5699999332427979,-0.7099999785423279,-0.3799999952316284,-0.47999998927116394,1.0,0.9199999570846558,0.6800000071525574,0.04234439134597778,0.04912281036376953,5.500278949737549,7.229676246643066,0.4425555467605591,0.5304629802703857,2.8257524967193604,3.6261470317840576,376.6781005859375,377.220458984375,0.0,0.0,8.119425773620605,2.1800458431243896,2.3220055103302,0.05188177525997162,0.022041797637939453,0.05636984519437743,23.018048788779293
28,ARC_028,2003-01-15,2010-01-15,2025-01-15,71.17,-168.22,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7799999713897705,-1.7699999809265137,-1.649999976158142,-0.019999999552965164,-0.009999999776482582,0.10999999940395355,0.9899999499320984,0.9699999690055847,0.9899999499320984,0.10076135396957397,0.07222604006528854,10.62961196899414,7.365303039550781,1.2544103860855103,1.0575355291366577,24.038597106933594,16.325122833251953,363.21502685546875,361.7444152832031,0.0,0.0,8.108659744262695,2.115285873413086,2.234868288040161,-0.0004393835552036762,0.012155210599303246,0.012163149371030408,92.07021233442991
29,ARC_029,2003-01-15,2010-01-15,2025-01-15,75.13,106.3,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
30,ARC_030,2003-01-15,2010-01-15,2025-01-15,80.25,21.48,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,0.06340234726667404,0.0507243275642395,10.6273775100708,10.154208183288574,0.7451547980308533,0.7104429602622986,5.392618179321289,5.144244194030762,343.9571228027344,324.35516357421875,0.0,0.0,8.134413719177246,2.1947717666625977,2.3468832969665527,0.0,0.0,0.0,0.0
31,ARC_031,2003-01-15,2010-01-15,2025-01-15,75.27,-30.93,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
32,ARC_032,2003-01-15,2010-01-15,2025-01-15,68.85,-140.42,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
33,ARC_033,2003-01-15,2010-01-15,2025-01-15,65.35,175.22,Arctic,Arctic_Ocean,Temperate_Marine,Temperate,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
34,ARC_034,2003-01-15,2010-01-15,2025-01-15,79.39,-159.38,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7400000095367432,-1.7999999523162842,-1.6699999570846558,0.05999999865889549,0.0,0.12999999523162842,0.9599999785423279,1.0,0.9899999499320984,0.04482997953891754,0.07633274793624878,5.871525287628174,7.530374526977539,0.9949232339859009,1.0275496244430542,16.22551727294922,16.255916595458984,380.209228515625,378.14837646484375,0.0,0.0,8.109832763671875,2.0398194789886475,2.147862434387207,-0.053862109780311584,0.013835785910487175,0.05561075293274829,165.59366648586004
35,ARC_035,2003-01-15,2010-01-15,2025-01-15,81.43,-85.8,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
36,ARC_036,2003-01-15,2010-01-15,2025-01-15,81.76,-44.89,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.6100000143051147,-0.3100000023841858,-1.25,0.14999999105930328,1.459999918937683,0.5099999904632568,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
37,ARC_037,2003-01-15,2010-01-15,2025-01-15,75.6,-47.73,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
38,ARC_038,2003-01-15,2010-01-15,2025-01-15,74.34,140.08,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7899999618530273,-1.7899999618530273,-0.9699999690055847,0.009999999776482582,0.009999999776482582,0.8299999833106995,1.0,0.9899999499320984,0.9399999976158142,0.06836111843585968,0.05735347047448158,1.1844152212142944,1.084268569946289,0.3044741153717041,0.18203964829444885,25.58051109313965,29.00916290283203,391.90240478515625,399.2027282714844,9.302185389969964e-06,3.8333051634253934e-05,7.937771320343018,1.6528226137161255,1.6777464151382446,-0.016136635094881058,0.0215016957372427,0.026883338925109506,126.88756726349406
39,ARC_039,2003-01-15,2010-01-15,2025-01-15,80.28,117.81,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7899999618530273,-1.709999918937683,0.0,0.009999999776482582,0.08999999612569809,1.0,0.9899999499320984,0.9899999499320984,0.07188840210437775,0.04371003806591034,4.134486675262451,3.7636725902557373,0.3508646786212921,0.3367922902107239,9.170702934265137,8.810047149658203,371.29998779296875,378.5265808105469,0.0,0.0,8.164434432983398,2.1376540660858154,2.283463716506958,0.0002978001721203327,0.013750830665230751,0.013754054999394371,88.75934577473399
40,ARC_040,2003-01-15,2010-01-15,2025-01-15,66.35,174.14,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
41,ARC_041,2003-01-15,2010-01-15,2025-01-15,79.13,96.68,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
42,ARC_042,2003-01-15,2010-01-15,2025-01-15,69.11,-39.62,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
43,ARC_043,2003-01-15,2010-01-15,2025-01-15,67.99,142.05,Arctic,Arctic_Ocean,Polar_Marine,Polar,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
44,ARC_044,2003-01-15,2010-01-15,2025-01-15,72.95,-158.38,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7799999713897705,-1.7799999713897705,-1.7999999523162842,-0.029999999329447746,-0.029999999329447746,-0.04999999701976776,0.9799999594688416,0.9899999499320984,1.0,0.08159557729959488,0.08883853256702423,9.180763244628906,7.572524547576904,1.1703057289123535,1.0827908515930176,21.894275665283203,18.84943389892578,350.4236755371094,359.2015380859375,0.0,0.0,8.097213745117188,2.1015539169311523,2.2144675254821777,-0.061004482209682465,0.007358282804489136,0.061446653086252835,173.12228211091033
45,ARC_045,2003-01-15,2010-01-15,2025-01-15,74.2,-127.62,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7599999904632568,-1.7899999618530273,-1.4800000190734863,0.03999999910593033,0.009999999776482582,0.3199999928474426,0.9599999785423279,0.9899999499320984,1.0,0.0644882544875145,0.08559782058000565,6.7368903160095215,7.8546319007873535,1.1504948139190674,1.0941827297210693,17.58184242248535,18.111949920654297,375.365966796875,373.2475891113281,0.0,0.0,8.005719184875488,2.1070477962493896,2.1894638538360596,-0.027227552607655525,0.0023943735286593437,0.02733262968683024,174.9743741994074
46,ARC_046,2003-01-15,2010-01-15,2025-01-15,80.43,175.99,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7999999523162842,-1.7899999618530273,-1.5699999332427979,0.0,0.009999999776482582,0.22999998927116394,1.0,0.9899999499320984,0.9799999594688416,0.046198952943086624,0.10249831527471542,7.961777687072754,9.965604782104492,1.0503027439117432,1.2085949182510376,18.927766799926758,22.350276947021484,378.2190856933594,375.9141540527344,0.0,0.0,8.110800743103027,2.091125726699829,2.2048070430755615,-0.042873773723840714,0.004722552374005318,0.04313308445089822,173.71420184651646
47,ARC_047,2003-01-15,2010-01-15,2025-01-15,77.13,-102.66,Arctic,Arctic_Ocean,Polar_Marine,Polar,-1.7300000190734863,-1.7799999713897705,-1.7799999713897705,0.07000000029802322,0.019999999552965164,0.019999999552965164,0.949999988079071,0.9899999499320984,0.9899999499320984,0.08589991182088852,0.05327508598566055,8.32183837890625,7.667510032653809,1.1741098165512085,0.9646884799003601,18.946189880371094,16.94999122619629,361.8853454589844,371.2377014160156,1.18720151931484e-06,7.039910201456223e-07,8.065258979797363,2.144303798675537,2.247894287109375,-0.004179209470748901,-0.011034976691007614,0.011799851794470923,249.2571252634297
